time_s,T1_C,T2_C,T3_C,T4_C,T5_C,T6_C
665,29.80,30.35,28.89,25.48,24.69,23.99
667,29.99,30.45,28.71,25.57,24.78,23.73
669,29.80,30.63,28.71,25.40,25.13,23.73
671,29.71,30.82,28.71,25.31,25.04,23.90
673,29.80,30.45,29.07,25.40,24.78,24.08
675,29.89,30.54,28.16,25.40,24.78,23.38
677,29.89,30.54,28.98,25.40,24.87,23.38
679,29.89,30.54,28.16,25.48,24.78,23.82
682,29.89,30.72,28.80,25.48,24.96,23.64
684,30.08,30.72,28.89,24.69,24.96,23.73
686,29.89,30.91,28.89,25.40,25.22,23.73
688,29.80,30.82,29.07,25.40,25.13,23.90
690,29.99,30.63,29.07,25.66,24.87,23.90
692,29.89,30.35,28.89,25.40,24.52,23.90
694,29.89,30.82,29.07,25.40,25.22,23.99
696,29.43,30.82,28.89,24.69,24.96,23.82
698,30.35,30.72,28.98,25.84,24.69,23.82
700,30.08,30.72,28.43,25.57,24.87,22.94
702,29.99,30.91,29.07,25.48,25.31,24.08
704,30.26,30.91,28.98,25.75,25.04,23.82
706,30.17,30.82,29.25,25.66,24.87,23.99
708,30.08,31.19,29.07,25.48,25.31,23.73
710,30.08,30.91,29.34,25.48,24.96,24.17
712,30.17,30.82,29.25,25.66,24.87,23.55
714,30.26,31.00,29.07,25.75,24.96,23.73
716,30.26,31.00,29.07,25.75,25.04,23.73
718,30.08,30.54,29.16,25.57,24.87,23.82
720,30.26,31.00,29.16,25.93,24.96,23.73
722,30.17,31.00,29.25,25.57,24.96,24.08
724,30.45,31.00,29.16,25.84,24.96,23.82
726,30.17,31.28,29.16,25.66,25.31,23.73
728,30.54,31.00,29.16,26.02,24.96,23.82
730,30.26,31.10,29.34,25.57,25.13,23.99
732,30.26,31.19,29.34,25.57,25.22,23.82
734,30.35,31.00,29.25,25.75,24.96,24.08
736,30.26,30.63,29.25,25.66,25.40,23.73
739,30.26,31.19,29.34,25.57,25.31,23.82
741,30.26,31.19,29.43,25.57,25.31,23.90
743,30.54,31.28,29.25,25.22,25.13,23.73
745,30.35,31.19,29.53,25.66,25.22,23.90
747,30.45,31.19,28.71,25.75,24.96,24.17
749,30.35,31.56,29.34,25.75,25.31,23.73
751,30.35,31.47,29.34,25.66,25.40,23.73
753,30.72,31.28,29.43,25.93,25.04,23.99
755,30.45,31.56,29.34,25.75,25.31,23.73
757,30.63,31.28,29.53,25.84,25.04,22.94
759,30.63,31.28,29.62,25.93,25.04,24.17
761,29.99,31.38,29.43,26.02,25.13,23.73
763,30.63,31.38,28.80,25.84,25.04,23.90
765,30.63,31.56,29.43,26.02,25.22,23.64
767,30.54,31.66,29.43,25.84,25.31,23.64
769,30.26,31.47,29.43,26.19,25.13,23.82
771,30.82,31.47,29.43,25.75,25.13,23.64
773,30.63,31.75,29.53,25.84,25.40,23.64
775,29.99,31.56,29.43,26.19,25.13,23.73
777,30.72,31.56,29.53,25.13,25.22,23.64
779,30.82,31.56,29.53,26.19,25.13,23.64
781,30.63,31.19,29.62,25.84,25.57,23.73
783,30.82,31.47,29.71,25.93,25.13,24.25
785,30.82,31.66,29.53,25.31,25.22,23.82
787,30.72,31.85,29.53,25.93,25.40,23.64
789,30.35,31.66,29.62,26.19,25.13,23.82
791,30.26,31.66,29.62,26.19,25.13,23.82
793,30.91,31.66,29.53,26.02,25.31,24.17
796,30.82,31.66,29.89,25.93,25.31,23.90
798,30.72,31.75,29.71,25.93,25.48,23.73
800,30.35,31.75,29.62,26.28,25.22,23.73
802,31.10,31.66,29.80,26.10,25.13,22.86
804,30.91,31.75,29.99,25.93,25.31,23.82
806,30.91,32.03,29.71,26.02,25.40,23.55
808,30.91,31.94,29.71,26.28,25.31,23.55
810,30.91,31.85,29.89,25.93,24.52,23.73
812,30.91,31.75,30.08,25.93,25.40,23.90
814,31.10,31.85,29.25,26.02,25.22,24.17
816,31.10,31.94,29.71,25.31,25.31,23.73
818,31.28,31.85,29.80,26.28,25.22,23.99
820,31.00,32.03,29.80,26.28,25.40,23.73
822,31.00,31.85,30.08,26.02,25.31,23.99
824,31.00,31.94,30.17,26.02,25.31,23.99
826,31.00,31.94,30.17,26.02,25.31,24.08
828,31.00,32.13,29.99,26.02,25.40,23.82
830,31.19,31.94,29.99,26.19,25.31,22.94
832,31.00,32.13,29.99,26.02,25.66,23.90
834,31.28,31.94,29.99,26.19,25.22,22.86
836,31.19,32.03,29.99,26.10,25.31,24.08
838,31.10,31.75,29.99,26.10,25.66,23.64
840,31.19,32.03,30.26,26.10,25.48,23.90
842,31.10,32.13,30.08,26.10,24.78,23.73
844,31.19,32.22,29.99,26.37,25.40,23.73
846,31.19,32.13,30.17,26.10,24.60,23.82
848,31.47,32.13,30.17,26.28,25.31,24.08
850,31.19,32.13,29.99,26.55,25.31,23.99
852,31.19,32.32,30.08,26.19,25.57,23.73
855,31.19,32.22,30.26,26.10,25.22,23.82
857,31.28,32.32,30.08,25.48,25.40,23.82
859,31.28,32.22,30.26,26.10,24.69,23.82
861,31.47,32.22,30.26,26.28,25.40,24.17
863,31.38,32.22,30.35,26.19,25.48,23.90
865,31.28,32.32,30.35,26.19,25.13,23.82
867,31.28,31.85,30.17,26.19,25.75,23.73
869,31.28,32.51,30.08,26.46,25.48,23.73
871,31.28,32.60,30.17,26.28,25.57,23.64
873,31.66,32.13,30.35,26.37,25.40,24.17
875,31.38,32.60,30.17,26.37,25.57,23.64
877,31.38,32.32,30.26,26.28,25.75,23.73
879,31.47,32.41,30.26,26.46,25.40,22.94
881,31.56,32.32,29.71,26.28,25.48,23.99
883,31.56,32.41,30.54,26.28,25.57,23.90
885,31.47,32.70,30.26,26.37,25.57,23.64
887,31.66,32.51,30.26,26.73,25.48,23.82
889,31.47,32.51,30.45,26.28,24.69,23.73
891,31.47,32.51,30.35,26.28,25.75,23.64
893,31.56,32.60,30.26,25.66,25.57,23.73
895,31.56,32.79,30.26,26.55,25.57,23.64
897,31.56,32.51,30.35,26.64,25.48,23.90
899,31.66,32.70,30.26,25.66,25.48,23.64
901,31.75,32.60,30.45,26.55,25.48,22.86
903,31.75,32.60,29.80,26.46,25.57,23.99
905,31.85,32.60,30.45,26.46,25.57,23.99
907,31.56,32.70,30.45,26.37,25.13,23.64
909,31.56,32.79,30.35,26.46,25.84,23.47
912,31.66,32.70,30.54,26.37,25.84,23.73
914,31.66,32.70,30.45,26.37,25.93,23.64
916,31.94,32.60,30.63,26.55,25.57,23.99
918,31.85,32.70,30.54,26.46,25.57,23.99
920,31.66,32.89,30.54,26.37,25.84,23.73
922,31.94,32.79,30.45,26.82,25.57,23.82
924,31.75,32.79,30.63,26.46,24.87,23.64
926,31.75,32.89,30.45,26.28,25.57,23.64
928,31.75,32.98,30.45,26.73,25.66,23.64
930,31.85,32.98,30.45,25.84,25.66,23.82
932,31.85,32.89,30.54,26.82,25.57,23.03
934,32.03,32.79,30.82,26.55,25.57,23.99
936,31.75,33.08,30.54,26.73,25.66,23.73
938,31.85,32.89,30.63,26.55,25.93,23.73
940,32.13,32.79,30.72,26.64,25.57,24.17
942,31.85,33.18,30.63,26.64,25.75,23.73
944,31.85,32.60,30.63,26.55,25.93,23.64
946,31.94,33.08,30.54,26.82,25.66,23.99
948,31.56,32.98,30.63,26.73,25.66,23.29
950,31.75,32.89,30.72,26.73,25.57,23.90
952,31.94,32.98,30.72,26.55,26.02,23.73
954,32.22,32.98,30.82,26.64,25.66,23.99
956,32.13,32.89,30.82,26.64,25.66,23.99
958,32.13,32.98,31.00,26.55,25.93,23.82
960,32.22,32.98,30.17,26.64,25.75,23.82
962,32.13,33.08,31.00,26.55,26.02,23.82
964,32.03,33.27,30.72,26.91,25.75,23.82
966,32.22,33.08,30.72,26.82,25.57,24.08
969,32.03,33.08,30.91,26.64,26.02,23.82
971,32.03,33.37,30.72,26.91,25.75,23.82
973,32.32,33.08,30.82,26.73,25.75,23.99
975,32.13,33.08,30.82,26.73,25.57,24.17
977,32.13,33.18,30.82,26.64,26.10,23.73
979,32.13,33.18,30.82,26.64,26.10,23.73
981,32.13,33.27,30.91,26.64,25.93,23.73
983,32.32,33.27,30.82,26.99,25.75,22.94
985,32.13,33.46,30.82,26.91,25.84,23.73
987,32.22,33.18,31.10,26.64,26.02,23.82
989,32.22,33.37,30.82,27.08,25.66,23.99
991,32.41,33.18,30.63,26.73,25.84,23.90
993,32.22,33.27,30.91,26.73,26.02,23.73
995,32.32,33.37,30.82,27.17,25.75,23.90
997,32.22,33.37,31.10,26.73,26.02,23.73
999,32.32,33.27,31.19,26.73,26.02,23.82
1001,32.22,32.89,30.91,26.82,25.93,23.73
1003,32.32,33.56,30.91,26.73,25.84,23.82
1005,31.85,33.37,31.00,26.91,25.75,23.99
1007,32.60,33.27,31.10,26.91,25.75,24.08
1009,31.85,33.37,31.00,26.99,25.75,24.08
1011,32.32,33.46,31.10,26.73,25.93,23.64
1013,32.32,33.46,31.10,26.82,26.10,23.55
1015,32.13,33.46,31.00,26.91,25.84,24.08
1017,32.32,33.56,31.10,26.82,26.10,23.64
1019,32.41,33.66,31.00,26.99,25.93,23.82
1021,32.51,33.56,31.00,27.17,25.75,24.08
1023,32.51,33.46,31.28,26.82,25.57,23.73
1026,32.41,33.56,31.10,26.91,25.93,23.64
1028,32.51,33.56,31.28,26.82,25.93,23.73
1030,32.41,33.46,31.10,26.91,26.10,23.64
1032,32.60,33.46,31.19,26.91,25.93,23.90
1034,32.41,33.75,31.10,26.99,25.93,23.64
1036,32.60,33.66,31.10,27.26,25.75,23.90
1038,32.70,33.56,31.19,26.99,25.84,24.08
1040,32.51,33.85,31.19,26.91,26.10,23.64
1042,32.51,33.85,31.10,27.08,25.93,23.64
1044,32.60,33.66,31.47,26.82,26.10,23.82
1046,32.79,33.56,30.72,26.91,26.02,23.82
1048,32.70,33.66,31.47,26.91,26.19,23.82
1050,32.51,33.85,31.19,27.08,26.02,23.73
1052,32.70,33.66,31.47,26.91,26.19,23.73
1054,32.60,33.95,31.19,27.26,25.93,23.82
1056,32.79,33.66,31.38,26.99,26.10,23.82
1058,32.60,33.85,31.28,26.99,26.28,23.73
1060,32.60,33.18,31.28,27.08,26.10,23.73
1062,32.70,33.75,31.47,26.99,25.31,23.82
1064,32.70,33.95,31.28,26.99,26.19,23.73
1066,32.70,33.95,31.38,26.99,26.28,23.55
1068,32.70,34.04,31.28,27.26,26.02,23.82
1070,32.70,33.85,31.47,26.99,26.28,23.73
1072,32.70,33.37,31.38,27.08,26.10,23.73
1074,32.70,33.85,31.38,27.17,25.93,24.17
1076,32.79,33.95,31.28,27.35,25.93,24.08
1078,32.79,33.85,31.56,26.99,26.37,23.73
